"","Date","Mean_daily_price","Mean_daily_forecast","Avg_next_28","Model_sale","Value","Best_sale","Best_value"
"1",2014-01-01,NA,NA,11.625,15.5,3.875,15.5,3.875
"2",2014-01-02,15.5,15.3733894096233,11.4464285714286,15.5,4.05357142857143,15.5,4.05357142857143
"3",2014-01-03,15.5,13.3428827330852,11.2678571428571,15.5,4.23214285714286,15.5,4.23214285714286
"4",2014-01-04,15.5,13.3428827330852,11.0892857142857,15.5,4.41071428571429,15.5,4.41071428571429
"5",2014-01-05,15.5,13.3428827330852,10.9107142857143,15.5,4.58928571428571,15.5,4.58928571428571
"6",2014-01-06,15.5,13.0750171437891,10.7321428571429,11,0.267857142857142,13,2.26785714285714
"7",2014-01-07,13,7.94384721134148,10.6428571428571,11,0.357142857142858,12,1.35714285714286
"8",2014-01-08,12,7.49247625990033,10.75,11,0.25,15,4.25
"9",2014-01-09,12,7.49871947462673,10.8571428571429,11,0.142857142857142,15,4.14285714285714
"10",2014-01-10,12,7.41525116171244,10.9285714285714,11,0.0714285714285712,15,4.07142857142857
"11",2014-01-11,12,7.41525116171244,11,11,0,15,4
"12",2014-01-12,12,7.41525116171244,11.0714285714286,11,-0.0714285714285712,15,3.92857142857143
"13",2014-01-13,12,7.30541667966316,11.1428571428571,11,-0.142857142857142,15,3.85714285714286
"14",2014-01-14,11,9.43303746517684,11.2857142857143,11,-0.285714285714286,15,3.71428571428571
"15",2014-01-15,11,9.57441303365164,11.4285714285714,11,-0.428571428571429,15,3.57142857142857
"16",2014-01-16,11,9.64581854674212,11.5714285714286,11,-0.571428571428571,15,3.42857142857143
"17",2014-01-17,11,9.88807435359204,11.6785714285714,11,-0.678571428571429,15,3.32142857142857
"18",2014-01-18,11,9.88807435359204,11.7857142857143,11,-0.785714285714286,15,3.21428571428571
"19",2014-01-19,11,9.88807435359204,11.8928571428571,11,-0.892857142857142,15,3.10714285714286
"20",2014-01-20,11,9.88924856047555,12,9,-3,15,3
"21",2014-01-21,11,7.72797366924545,12.0535714285714,9,-3.05357142857143,15,2.94642857142857
"22",2014-01-22,9,7.97652978900498,12.1785714285714,9,-3.17857142857143,15,2.82142857142857
"23",2014-01-23,9,7.73433882787642,12.3035714285714,9,-3.30357142857143,15,2.69642857142857
"24",2014-01-24,9,7.43081899823397,12.4285714285714,9,-3.42857142857143,15,2.57142857142857
"25",2014-01-25,9,7.43081899823397,12.5535714285714,9,-3.55357142857143,15,2.44642857142857
"26",2014-01-26,9,7.43081899823397,12.6785714285714,12.5,-0.178571428571429,15,2.32142857142857
"27",2014-01-27,9,7.23552291251886,12.8035714285714,12.5,-0.303571428571429,15,2.19642857142857
"28",2014-01-28,10.5,6.36786512841726,12.8928571428571,13,0.107142857142858,15,2.10714285714286
"29",2014-01-29,10.5,6.39746684323331,12.9821428571429,13,0.0178571428571423,15,2.01785714285714
"30",2014-01-30,10.5,6.37046778539368,13.0714285714286,13,-0.0714285714285712,15,1.92857142857143
"31",2014-01-31,10.5,6.38731785908605,13.125,12,-1.125,15,1.875
"32",2014-02-01,10.5,6.38731785908605,13.1785714285714,12,-1.17857142857143,15,1.82142857142857
"33",2014-02-02,10.5,6.38731785908605,13.2321428571429,12,-1.23214285714286,15,1.76785714285714
"34",2014-02-03,10.5,6.38731785908605,13.2857142857143,12,-1.28571428571429,15,1.71428571428571
"35",2014-02-04,10.5,7.08509569175451,13.3392857142857,12,-1.33928571428571,15,1.66071428571429
"36",2014-02-05,15,6.94981199817627,13.2321428571429,12,-1.23214285714286,15,1.76785714285714
"37",2014-02-06,15,6.79944726064529,13.125,12,-1.125,15,1.875
"38",2014-02-07,14,6.79981008362567,13.0535714285714,12,-1.05357142857143,15,1.94642857142857
"39",2014-02-08,14,6.79981008362567,12.9821428571429,12,-0.982142857142858,15,2.01785714285714
"40",2014-02-09,14,6.79981008362567,12.9107142857143,12,-0.910714285714286,15,2.08928571428571
"41",2014-02-10,14,6.79795510843912,12.8392857142857,12,-0.839285714285714,15,2.16071428571429
"42",2014-02-11,15,6.86469959418666,12.7321428571429,12,-0.732142857142858,15,2.26785714285714
"43",2014-02-12,15,6.87952983272934,12.625,12,-0.625,15,2.375
"44",2014-02-13,15,6.88254386855449,12.5178571428571,12,-0.517857142857142,14,1.48214285714286
"45",2014-02-14,14,6.90131815544309,12.4107142857143,12,-0.410714285714286,14,1.58928571428571
"46",2014-02-15,14,6.90131815544309,12.3035714285714,12,-0.303571428571429,14,1.69642857142857
"47",2014-02-16,14,6.90131815544309,12.1964285714286,12,-0.196428571428571,14,1.80357142857143
"48",2014-02-17,14,7.12567710032724,12.0892857142857,12,-0.0892857142857135,13,0.910714285714286
"49",2014-02-18,12.5,7.33242279921624,12.0357142857143,12,-0.0357142857142865,13,0.964285714285714
"50",2014-02-19,12.5,7.04218251976635,11.9107142857143,12,0.0892857142857135,13,1.08928571428571
"51",2014-02-20,12.5,6.83642904495576,11.7857142857143,12,0.214285714285714,13,1.21428571428571
"52",2014-02-21,12.5,6.66278661850513,11.6607142857143,12,0.339285714285714,13,1.33928571428571
"53",2014-02-22,12.5,6.66278661850513,11.5357142857143,12,0.464285714285714,13,1.46428571428571
"54",2014-02-23,12.5,6.66278661850513,11.4107142857143,12,0.589285714285714,13,1.58928571428571
"55",2014-02-24,12.5,6.6673216463185,11.2857142857143,12,0.714285714285714,13,1.71428571428571
"56",2014-02-25,13,7.43770346590228,11,12,1,13,2
"57",2014-02-26,13,7.86857871599926,10.7142857142857,12,1.28571428571429,13,2.28571428571429
"58",2014-02-27,13,8.10161244580009,10.4285714285714,12,1.57142857142857,12,1.57142857142857
"59",2014-02-28,12,8.10996906212343,10.1785714285714,12,1.82142857142857,12,1.82142857142857
"60",2014-03-01,12,8.10996906212343,9.92857142857143,12,2.07142857142857,12,2.07142857142857
"61",2014-03-02,12,8.10996906212343,9.67857142857143,12,2.32142857142857,12,2.32142857142857
"62",2014-03-03,12,12.3496290150331,9.42857142857143,12,2.57142857142857,12,2.57142857142857
"63",2014-03-04,12,12.7224769688014,9.16071428571429,12,2.83928571428571,12,2.83928571428571
"64",2014-03-05,12,8.37311629829154,8.89285714285714,12,3.10714285714286,12,3.10714285714286
"65",2014-03-06,12,8.37375649648122,8.625,12,3.375,12,3.375
"66",2014-03-07,12,9.63342718201048,8.35714285714286,12,3.64285714285714,12,3.64285714285714
"67",2014-03-08,12,9.63342718201048,8.08928571428571,12,3.91071428571429,12,3.91071428571429
"68",2014-03-09,12,9.63342718201048,7.82142857142857,9,1.17857142857143,12,4.17857142857143
"69",2014-03-10,12,7.44019487257689,7.53571428571429,9,1.46428571428571,12,4.46428571428571
"70",2014-03-11,12,7.4554394977875,7.21428571428571,9,1.78571428571429,12,4.78571428571429
"71",2014-03-12,12,8.11910298760074,6.89285714285714,9,2.10714285714286,12,5.10714285714286
"72",2014-03-13,12,8.11704773473711,6.57142857142857,9,2.42857142857143,11,4.42857142857143
"73",2014-03-14,11,8.62331866405393,6.28571428571429,9,2.71428571428571,11,4.71428571428571
"74",2014-03-15,11,8.62331866405393,6,9,3,11,5
"75",2014-03-16,11,8.62331866405393,5.71428571428571,9,3.28571428571429,11,5.28571428571429
"76",2014-03-17,11,8.62331866405393,5.42857142857143,9,3.57142857142857,11,5.57142857142857
"77",2014-03-18,11,8.959513187219,5.14285714285714,9,3.85714285714286,9,3.85714285714286
"78",2014-03-19,9,8.96441940871724,4.92857142857143,9,4.07142857142857,9,4.07142857142857
"79",2014-03-20,9,8.28965089606262,4.71428571428571,5,0.285714285714286,9,4.28571428571429
"80",2014-03-21,9,7.31237954985251,4.5,5,0.5,9,4.5
"81",2014-03-22,9,7.31237954985251,4.28571428571429,5,0.714285714285714,9,4.71428571428571
"82",2014-03-23,9,7.31237954985251,4.07142857142857,5,0.928571428571429,9,4.92857142857143
"83",2014-03-24,9,7.31166491602155,3.85714285714286,5,1.14285714285714,5,1.14285714285714
"84",2014-03-25,5,7.34656752603038,3.78571428571429,5,1.21428571428571,5,1.21428571428571
"85",2014-03-26,5,7.34590121205039,3.73214285714286,5,1.26785714285714,5,1.26785714285714
"86",2014-03-27,5,7.33041118115955,3.67857142857143,5,1.32142857142857,5,1.32142857142857
"87",2014-03-28,5,7.33041118115955,3.625,5,1.375,5,1.375
"88",2014-03-29,5,7.33041118115955,3.57142857142857,5,1.42857142857143,5,1.42857142857143
"89",2014-03-30,5,7.33041118115955,3.51785714285714,5,1.48214285714286,5,1.48214285714286
"90",2014-03-31,5,7.45856097003828,3.46428571428571,3,-0.464285714285714,4.5,1.03571428571429
"91",2014-04-01,4.5,5.49440195201963,3.42857142857143,3,-0.428571428571428,4.5,1.07142857142857
"92",2014-04-02,4.5,6.4897651577217,3.39285714285714,3,-0.392857142857143,4.5,1.10714285714286
"93",2014-04-03,4.5,6.51959351720695,3.35714285714286,3,-0.357142857142857,4.5,1.14285714285714
"94",2014-04-04,4.5,6.51959351720695,3.32142857142857,3,-0.321428571428572,4.5,1.17857142857143
"95",2014-04-05,4.5,6.51959351720695,3.28571428571429,3,-0.285714285714286,4.5,1.21428571428571
"96",2014-04-06,4.5,6.51959351720695,3.25,3,-0.25,4,0.75
"97",2014-04-07,4,7.0439976082497,3.23214285714286,3,-0.232142857142857,3.5,0.267857142857143
"98",2014-04-08,3,7.09825314555789,3.25,3,-0.25,3.5,0.25
"99",2014-04-09,3,7.09689846453259,3.26785714285714,3,-0.267857142857143,3.5,0.232142857142857
"100",2014-04-10,3,7.09512771424901,3.28571428571429,3,-0.285714285714286,3.5,0.214285714285714
"101",2014-04-11,3,7.23807510827249,3.30357142857143,3,-0.303571428571428,3.5,0.196428571428572
"102",2014-04-12,3,7.23807510827249,3.32142857142857,3,-0.321428571428572,3.5,0.178571428571428
"103",2014-04-13,3,7.23807510827249,3.33928571428571,3,-0.339285714285714,3.5,0.160714285714286
"104",2014-04-14,3,7.19585237725972,3.35714285714286,3,-0.357142857142857,3.5,0.142857142857143
"105",2014-04-15,3,7.20438101547159,3.375,3,-0.375,3.5,0.125
"106",2014-04-16,3,7.26866298234293,3.39285714285714,3,-0.392857142857143,3.5,0.107142857142857
"107",2014-04-17,3,7.26866298234293,3.41071428571429,3,-0.410714285714286,3.5,0.0892857142857144
"108",2014-04-18,3,7.26866298234293,3.42857142857143,3,-0.428571428571428,3.5,0.0714285714285716
"109",2014-04-19,3,7.26866298234293,3.44642857142857,3,-0.446428571428572,3.5,0.0535714285714284
"110",2014-04-20,3,7.26866298234293,3.46428571428571,3,-0.464285714285714,3.5,0.0357142857142856
"111",2014-04-21,3,7.27644534730939,3.48214285714286,3,-0.482142857142857,3.5,0.0178571428571428
"112",2014-04-22,3,7.16746767821607,3.5,3.5,0,3.5,0
"113",2014-04-23,3.5,7.09246318370055,3.5,3.5,0,3.5,0
"114",2014-04-24,3.5,7.0921756734412,3.5,3.5,0,3.5,0
"115",2014-04-25,3.5,7.06570662260324,3.5,3.5,0,3.5,0
"116",2014-04-26,3.5,7.06570662260324,3.5,3.5,0,3.5,0
"117",2014-04-27,3.5,7.06570662260324,3.5,3.5,0,3.5,0
"118",2014-04-28,3.5,7.06596913351799,3.5,3.5,0,3.5,0
"119",2014-04-29,3.5,7.06596913351799,3.5,3.5,0,3.5,0
"120",2014-04-30,3.5,7.06596913351799,3.51785714285714,3.5,-0.0178571428571428,4,0.482142857142857
"121",2014-05-01,3.5,7.06596913351799,3.53571428571429,3.5,-0.0357142857142856,4,0.464285714285714
"122",2014-05-02,3.5,7.06596913351799,3.55357142857143,3.5,-0.0535714285714284,4,0.446428571428572
"123",2014-05-03,3.5,7.06596913351799,3.57142857142857,3.5,-0.0714285714285716,4,0.428571428571428
"124",2014-05-04,3.5,7.06596913351799,3.58928571428571,3.5,-0.0892857142857144,4,0.410714285714286
"125",2014-05-05,3.5,7.06596913351799,3.60714285714286,3.5,-0.107142857142857,4,0.392857142857143
"126",2014-05-06,3.5,7.06596913351799,3.625,3.5,-0.125,4,0.375
"127",2014-05-07,3.5,7.06596913351799,3.64285714285714,3.5,-0.142857142857143,4,0.357142857142857
"128",2014-05-08,3.5,7.06596913351799,3.66071428571429,3.5,-0.160714285714286,4,0.339285714285714
"129",2014-05-09,3.5,7.06596913351799,3.67857142857143,3.5,-0.178571428571428,4,0.321428571428572
"130",2014-05-10,3.5,7.06596913351799,3.69642857142857,3.5,-0.196428571428572,4,0.303571428571428
"131",2014-05-11,3.5,7.06596913351799,3.71428571428571,3.5,-0.214285714285714,4,0.285714285714286
"132",2014-05-12,3.5,7.06596913351799,3.73214285714286,3.5,-0.232142857142857,4,0.267857142857143
"133",2014-05-13,3.5,7.06596913351799,3.76785714285714,3.5,-0.267857142857143,4.5,0.732142857142857
"134",2014-05-14,3.5,7.06596913351799,3.80357142857143,3.5,-0.303571428571428,4.5,0.696428571428572
"135",2014-05-15,3.5,7.06596913351799,3.83928571428571,3.5,-0.339285714285714,4.5,0.660714285714286
"136",2014-05-16,3.5,7.06596913351799,3.875,3.5,-0.375,4.5,0.625
"137",2014-05-17,3.5,7.06596913351799,3.91071428571429,3.5,-0.410714285714286,4.5,0.589285714285714
"138",2014-05-18,3.5,7.06596913351799,3.94642857142857,3.5,-0.446428571428572,4.5,0.553571428571428
"139",2014-05-19,3.5,7.06596913351799,3.98214285714286,3.5,-0.482142857142857,4.5,0.517857142857143
"140",2014-05-20,3.5,7.06596913351799,4.01785714285714,3.5,-0.517857142857143,4.5,0.482142857142857
"141",2014-05-21,3.5,7.06596913351799,4.05357142857143,3.5,-0.553571428571429,4.5,0.446428571428571
"142",2014-05-22,3.5,7.06596913351799,4.08928571428571,3.5,-0.589285714285714,4.5,0.410714285714286
"143",2014-05-23,3.5,7.06596913351799,4.125,3.5,-0.625,4.5,0.375
"144",2014-05-24,3.5,7.06596913351799,4.16071428571429,3.5,-0.660714285714286,4.5,0.339285714285714
"145",2014-05-25,3.5,7.06596913351799,4.19642857142857,3.5,-0.696428571428571,4.5,0.303571428571429
"146",2014-05-26,3.5,7.06596913351799,4.23214285714286,3.5,-0.732142857142857,4.5,0.267857142857143
"147",2014-05-27,3.5,7.06596913351799,4.28571428571429,4,-0.285714285714286,5,0.714285714285714
"148",2014-05-28,4,3.1023421518321,4.32142857142857,5,0.678571428571429,5,0.678571428571429
"149",2014-05-29,4,3.08773251171188,4.35714285714286,5,0.642857142857143,5,0.642857142857143
"150",2014-05-30,4,3.19666616687589,4.44642857142857,6.5,2.05357142857143,6.5,2.05357142857143
"151",2014-05-31,4,3.19666616687589,4.53571428571429,6.5,1.96428571428571,6.5,1.96428571428571
"152",2014-06-01,4,3.19666616687589,4.625,6.5,1.875,6.5,1.875
"153",2014-06-02,4,3.88441574501449,4.71428571428571,6.5,1.78571428571429,6.5,1.78571428571429
"154",2014-06-03,4,4.00107422571651,4.82142857142857,7,2.17857142857143,7,2.17857142857143
"155",2014-06-04,4,3.69242776017302,4.92857142857143,7,2.07142857142857,7,2.07142857142857
"156",2014-06-05,4,3.67549202651385,5.03571428571429,7,1.96428571428571,7,1.96428571428571
"157",2014-06-06,4,3.45041816115054,5.14285714285714,7,1.85714285714286,7,1.85714285714286
"158",2014-06-07,4,3.45041816115054,5.25,7,1.75,7,1.75
"159",2014-06-08,4,3.45041816115054,5.35714285714286,7,1.64285714285714,7,1.64285714285714
"160",2014-06-09,4,3.44056923305435,5.46428571428571,7,1.53571428571429,7,1.53571428571429
"161",2014-06-10,4.5,3.59144395012826,5.53571428571429,6.5,0.964285714285714,7,1.46428571428571
"162",2014-06-11,4.5,3.80429590215432,5.60714285714286,6.5,0.892857142857143,7,1.39285714285714
"163",2014-06-12,4.5,3.83866566212942,5.67857142857143,6.5,0.821428571428571,7,1.32142857142857
"164",2014-06-13,4.5,3.83866566212942,5.75,6.5,0.75,7,1.25
"165",2014-06-14,4.5,3.83866566212942,5.82142857142857,6.5,0.678571428571429,7,1.17857142857143
"166",2014-06-15,4.5,3.83866566212942,5.89285714285714,6.5,0.607142857142857,7,1.10714285714286
"167",2014-06-16,4.5,3.5668630179248,5.96428571428571,6.5,0.535714285714286,7,1.03571428571429
"168",2014-06-17,4.5,3.51262774109798,6.03571428571429,6.5,0.464285714285714,7,0.964285714285714
"169",2014-06-18,4.5,3.44268966759744,6.10714285714286,6.5,0.392857142857143,7,0.892857142857143
"170",2014-06-19,4.5,3.44790601724608,6.17857142857143,6.5,0.321428571428571,7,0.821428571428571
"171",2014-06-20,4.5,3.42639108938038,6.23214285714286,6.5,0.267857142857143,7,0.767857142857143
"172",2014-06-21,4.5,3.42639108938038,6.28571428571429,6.5,0.214285714285714,7,0.714285714285714
"173",2014-06-22,4.5,3.42639108938038,6.33928571428571,6.5,0.160714285714286,7,0.660714285714286
"174",2014-06-23,4.5,3.36419510196446,6.39285714285714,6.5,0.107142857142857,7,0.607142857142857
"175",2014-06-24,5,3.59319498659639,6.41071428571429,6.5,0.0892857142857144,7,0.589285714285714
"176",2014-06-25,5,4.00740321727915,6.42857142857143,6.5,0.0714285714285712,7,0.571428571428571
"177",2014-06-26,5,4.07895167669329,6.44642857142857,6.5,0.0535714285714288,7,0.553571428571429
"178",2014-06-27,6.5,4.12291523553259,6.39285714285714,6.5,0.107142857142857,7,0.607142857142857
"179",2014-06-28,6.5,4.12291523553259,6.33928571428571,6.5,0.160714285714286,7,0.660714285714286
"180",2014-06-29,6.5,4.12291523553259,6.28571428571429,6.5,0.214285714285714,7,0.714285714285714
"181",2014-06-30,6.5,4.20995929136882,6.23214285714286,6.5,0.267857142857143,7,0.767857142857143
"182",2014-07-01,7,5.93133420899922,6.16071428571429,6.5,0.339285714285714,7,0.839285714285714
"183",2014-07-02,7,6.00298529529304,6.08928571428571,6.5,0.410714285714286,7,0.910714285714286
"184",2014-07-03,7,6.07397073035119,6.01785714285714,6.5,0.482142857142857,7,0.982142857142857
"185",2014-07-04,7,6.33644121310201,5.94642857142857,6.5,0.553571428571429,7,1.05357142857143
"186",2014-07-05,7,6.33644121310201,5.875,6.5,0.625,7,1.125
"187",2014-07-06,7,6.33644121310201,5.80357142857143,6.5,0.696428571428571,7,1.19642857142857
"188",2014-07-07,7,6.65764702305115,5.73214285714286,6.5,0.767857142857143,6.5,0.767857142857143
"189",2014-07-08,6.5,7.18629686171931,5.66071428571429,6.5,0.839285714285714,6.5,0.839285714285714
"190",2014-07-09,6.5,7.01365729388703,5.58928571428571,6.5,0.910714285714286,6.5,0.910714285714286
"191",2014-07-10,6.5,7.01692652668033,5.51785714285714,6.5,0.982142857142857,6.5,0.982142857142857
"192",2014-07-11,6.5,7.0002921858907,5.44642857142857,6.5,1.05357142857143,6.5,1.05357142857143
"193",2014-07-12,6.5,7.0002921858907,5.375,6.5,1.125,6.5,1.125
"194",2014-07-13,6.5,7.0002921858907,5.30357142857143,6.5,1.19642857142857,6.5,1.19642857142857
"195",2014-07-14,6.5,6.94796751739987,5.23214285714286,6.5,1.26785714285714,6.5,1.26785714285714
"196",2014-07-15,6.5,7.22594240178377,5.23214285714286,6.5,1.26785714285714,6.5,1.26785714285714
"197",2014-07-16,6.5,7.19786080256391,5.23214285714286,6.5,1.26785714285714,6.5,1.26785714285714
"198",2014-07-17,6.5,7.14995191911393,5.23214285714286,6,0.767857142857143,6.5,1.26785714285714
"199",2014-07-18,6,7.06179767821752,5.26785714285714,6,0.732142857142857,7,1.73214285714286
"200",2014-07-19,6,7.06179767821752,5.30357142857143,6,0.696428571428571,7,1.69642857142857
"201",2014-07-20,6,7.06179767821752,5.33928571428571,5.5,0.160714285714286,7,1.66071428571429
"202",2014-07-21,6,6.97131853137315,5.375,5.5,0.125,7,1.625
"203",2014-07-22,5.5,7.05950496325737,5.42857142857143,5.5,0.0714285714285712,7,1.57142857142857
"204",2014-07-23,5.5,7.0589059663875,5.48214285714286,5.5,0.0178571428571432,7,1.51785714285714
"205",2014-07-24,5.5,7.04186468694513,5.53571428571429,6.5,0.964285714285714,7,1.46428571428571
"206",2014-07-25,5,6.97459383491554,5.60714285714286,6.5,0.892857142857143,7,1.39285714285714
"207",2014-07-26,5,6.97459383491554,5.67857142857143,6.5,0.821428571428571,7,1.32142857142857
"208",2014-07-27,5,6.97459383491554,5.75,6.5,0.75,7,1.25
"209",2014-07-28,5,6.76765734593221,5.82142857142857,6.5,0.678571428571429,7,1.17857142857143
"210",2014-07-29,5,6.81642072066301,5.91071428571429,6.5,0.589285714285714,7.5,1.58928571428571
"211",2014-07-30,5,6.80129407074197,6,6.5,0.5,7.5,1.5
"212",2014-07-31,5,6.79735951326951,6.08928571428571,6.5,0.410714285714286,7.5,1.41071428571429
"213",2014-08-01,5,5.44048388851637,6.17857142857143,6.5,0.321428571428571,7.5,1.32142857142857
"214",2014-08-02,5,5.44048388851637,6.26785714285714,6.5,0.232142857142857,7.5,1.23214285714286
"215",2014-08-03,5,5.44048388851637,6.35714285714286,6.5,0.142857142857143,7.5,1.14285714285714
"216",2014-08-04,5,5.43209971141171,6.44642857142857,7.5,1.05357142857143,7.5,1.05357142857143
"217",2014-08-05,4.5,6.34176239629531,6.53571428571429,7.5,0.964285714285714,7.5,0.964285714285714
"218",2014-08-06,4.5,6.34415602335643,6.625,7.5,0.875,7.5,0.875
"219",2014-08-07,4.5,6.34683428231948,6.71428571428571,7.5,0.785714285714286,7.5,0.785714285714286
"220",2014-08-08,4.5,6.41321285116689,6.80357142857143,7.5,0.696428571428571,7.5,0.696428571428571
"221",2014-08-09,4.5,6.41321285116689,6.89285714285714,7.5,0.607142857142857,7.5,0.607142857142857
"222",2014-08-10,4.5,6.41321285116689,6.98214285714286,7.5,0.517857142857143,7.5,0.517857142857143
"223",2014-08-11,4.5,6.41399603777571,7.07142857142857,7,-0.0714285714285712,7.5,0.428571428571429
"224",2014-08-12,6.5,6.43435916583246,7.08928571428571,7,-0.0892857142857144,7.5,0.410714285714286
"225",2014-08-13,6.5,6.45267287636406,7.10714285714286,7,-0.107142857142857,7.5,0.392857142857143
"226",2014-08-14,6.5,7.00583725663804,7.125,7,-0.125,7.5,0.375
"227",2014-08-15,7,6.40876177740815,7.125,7,-0.125,7.5,0.375
"228",2014-08-16,7,6.40876177740815,7.125,7,-0.125,7.5,0.375
"229",2014-08-17,7,6.40876177740815,7.125,7,-0.125,7.5,0.375
"230",2014-08-18,7,6.44069184645879,7.125,7,-0.125,7.5,0.375
"231",2014-08-19,7,6.75456399689081,7.125,7,-0.125,7.5,0.375
"232",2014-08-20,7,6.75224599639269,7.125,7,-0.125,7.5,0.375
"233",2014-08-21,7,6.54671913032351,7.08928571428571,6,-1.08928571428571,7.5,0.410714285714286
"234",2014-08-22,7,6.63689726556713,7.05357142857143,6,-1.05357142857143,7.5,0.446428571428571
"235",2014-08-23,7,6.63689726556713,7.01785714285714,6,-1.01785714285714,7.5,0.482142857142857
"236",2014-08-24,7,6.63689726556713,6.98214285714286,6,-0.982142857142857,7.5,0.517857142857143
"237",2014-08-25,7,6.38526864505576,6.94642857142857,6,-0.946428571428571,7.5,0.553571428571429
"238",2014-08-26,7.5,6.32012572577108,6.92857142857143,6,-0.928571428571429,7.5,0.571428571428571
"239",2014-08-27,7.5,6.32751076427562,6.91071428571429,6,-0.910714285714286,7.5,0.589285714285714
"240",2014-08-28,7.5,6.36359029551607,6.89285714285714,6,-0.892857142857143,7.5,0.607142857142857
"241",2014-08-29,7.5,6.38115263359007,6.875,6,-0.875,7.5,0.625
"242",2014-08-30,7.5,6.38115263359007,6.85714285714286,6,-0.857142857142857,7.5,0.642857142857143
"243",2014-08-31,7.5,6.38115263359007,6.83928571428571,6,-0.839285714285714,7.5,0.660714285714286
"244",2014-09-01,7.5,7.37646433588092,6.82142857142857,6,-0.821428571428571,7,0.178571428571429
"245",2014-09-02,7,7.35142321064886,6.88392857142857,8.75,1.86607142857143,8.75,1.86607142857143
"246",2014-09-03,7,7.33064710562045,6.94642857142857,8.75,1.80357142857143,8.75,1.80357142857143
"247",2014-09-04,7,7.32511209885574,7.00892857142857,8.75,1.74107142857143,8.75,1.74107142857143
"248",2014-09-05,7,7.31888009438605,7.07142857142857,8.75,1.67857142857143,8.75,1.67857142857143
"249",2014-09-06,7,7.31888009438605,7.13392857142857,8.75,1.61607142857143,8.75,1.61607142857143
"250",2014-09-07,7,7.31888009438605,7.19642857142857,8.75,1.55357142857143,8.75,1.55357142857143
"251",2014-09-08,7,7.38748273023908,7.25892857142857,8.75,1.49107142857143,8.75,1.49107142857143
"252",2014-09-09,7,7.00045838765161,7.47321428571429,8.75,1.27678571428571,13,5.52678571428571
"253",2014-09-10,7,6.99484583240794,7.6875,8.75,1.0625,13,5.3125
"254",2014-09-11,7,6.98990541196985,7.90178571428571,8.75,0.848214285714286,13,5.09821428571429
"255",2014-09-12,7,6.85899891606373,8.02678571428571,10.5,2.47321428571429,13,4.97321428571429
"256",2014-09-13,7,6.85899891606373,8.15178571428571,10.5,2.34821428571429,13,4.84821428571429
"257",2014-09-14,7,6.85899891606373,8.27678571428571,10.5,2.22321428571429,13,4.72321428571429
"258",2014-09-15,7,6.94276387501815,8.40178571428571,10.5,2.09821428571429,13,4.59821428571429
"259",2014-09-16,7,6.94276387501815,8.54464285714286,11,2.45535714285714,13,4.45535714285714
"260",2014-09-17,7,7.96400504778664,8.6875,11,2.3125,13,4.3125
"261",2014-09-18,6,8.1370312131284,8.86607142857143,11,2.13392857142857,13,4.13392857142857
"262",2014-09-19,6,8.29740767281827,8.97321428571429,11,2.02678571428571,13,4.02678571428571
"263",2014-09-20,6,8.29740767281827,9.08035714285714,11,1.91964285714286,13,3.91964285714286
"264",2014-09-21,6,8.29740767281827,9.1875,11,1.8125,13,3.8125
"265",2014-09-22,6,8.23912166598126,9.29464285714286,11,1.70535714285714,13,3.70535714285714
"266",2014-09-23,7,7.71327334942039,9.36607142857143,11,1.63392857142857,13,3.63392857142857
"267",2014-09-24,7,7.71186515380916,9.4375,11,1.5625,13,3.5625
"268",2014-09-25,7,7.73751142083063,9.50892857142857,11,1.49107142857143,13,3.49107142857143
"269",2014-09-26,7,7.89686394163026,9.58035714285714,11,1.41964285714286,13,3.41964285714286
